model,submodel,species,geography,ecosystem,documentation,note,website,SIV1,SIV2,SIV3
barredowl,,Strix varia,,"Floodplain, Fresh Wetland",,,,num.trees.mtoe51cm.dbh.0.4ha.SIV,avg.dbh.overstory.trees.SIV,can.cov.overstory.trees.SIV
